t,u,rf
52.65,0.004725,0.241
52.7,0.004725,0.244
52.75,0.004725,0.298
52.8,0.004725,0.25
52.85,0.004725,0.239
52.9,0.004725,0.245
52.95,0.004725,0.247
53.0,0.004725,0.246
53.05,0.004725,0.25
53.1,0.004725,0.244
53.15,0.004725,0.241
53.2,0.004725,0.24
53.25,0.004725,0.242
53.3,0.004725,0.246
53.35,0.004725,0.238
53.4,0.004725,0.246
53.45,0.004725,0.242
53.5,0.004725,0.248
53.55,0.004725,0.251
53.6,0.004725,0.246
53.65,0.004725,0.242
53.7,0.004725,0.244
53.75,0.004725,0.24
53.8,0.004725,0.248
53.85,0.004725,0.243
53.9,0.004725,0.247
53.95,0.004725,0.242
54.0,0.004725,0.246
54.05,0.004725,0.246
54.1,0.004725,0.251
54.15,0.004725,0.251
54.2,0.004725,0.248
54.25,0.004725,0.249
54.3,0.004725,0.245
54.35,0.004725,0.243
54.4,0.004725,0.278
54.45,0.004725,0.275
54.5,0.004725,0.29
54.55,0.004725,0.285
54.6,0.004725,0.318
54.65,0.004725,0.268
54.7,0.004725,0.247
54.75,0.004725,0.247
54.8,0.004725,0.248
54.85,0.004725,0.263
54.9,0.004725,0.251
54.95,0.004725,0.247
55.0,0.004725,0.242
55.05,0.004725,0.262
55.1,0.004725,0.248
55.15,0.004725,0.245
55.2,0.004725,0.278
55.25,0.004725,0.243
55.3,0.004725,0.24
55.35,0.004725,0.252
55.4,0.004725,0.251
55.45,0.004725,0.243
55.5,0.004725,0.257
55.55,0.004725,0.257
55.6,0.004725,0.289
55.65,0.004725,0.245
55.7,0.004725,0.247
55.75,0.004725,0.399
55.8,0.004725,0.245
55.85,0.004725,0.246
55.9,0.004725,0.242
55.95,0.004725,0.251
56.0,0.004725,0.252
56.05,0.004725,0.245
56.1,0.004725,0.249
56.15,0.004725,0.241
56.2,0.004725,0.245
56.25,0.004725,0.246
56.3,0.004725,0.25
56.35,0.004725,0.257
56.4,0.004725,0.268
56.45,0.004725,0.257
56.5,0.004725,0.289
56.55,0.004725,0.249
56.6,0.004725,0.248
56.65,0.004725,0.244
56.7,0.004725,0.249
56.75,0.004725,0.244
56.8,0.004725,0.242
56.85,0.004725,0.242
56.9,0.004725,0.243
56.95,0.004725,0.24
57.0,0.004725,0.249
57.05,0.004725,0.242
57.1,0.004725,0.248
57.15,0.004725,0.24
57.2,0.004725,0.243
57.25,0.004725,0.237
57.3,0.004725,0.245
57.35,0.004725,0.254
57.4,0.004725,0.274
57.45,0.004725,0.259
57.5,0.004725,0.24
57.55,0.004725,0.239
57.6,0.004725,0.247
57.65,0.004725,0.242
57.7,0.004725,0.25
57.75,0.004725,0.254
57.8,0.004725,0.244
57.85,0.004725,0.238
57.9,0.004725,0.239
57.95,0.004725,0.243
58.0,0.004725,0.241
58.05,0.004725,0.236
58.1,0.004725,0.238
58.15,0.004725,0.23
58.2,0.004725,0.24
58.25,0.004725,0.238
58.3,0.004725,0.238
58.35,0.004725,0.232
58.4,0.004725,0.242
58.45,0.004725,0.239
58.5,0.004725,0.243
58.55,0.004725,0.239
58.6,0.004725,0.238
58.65,0.004725,0.235
58.7,0.004725,0.246
58.75,0.004725,0.237
58.8,0.004725,0.237
58.85,0.004725,0.238
58.9,0.004725,0.24
58.95,0.004725,0.236
59.0,0.004725,0.238
59.05,0.004725,0.239
59.1,0.004725,0.239
59.15,0.004725,0.235
59.2,0.004725,0.243
59.25,0.004725,0.239
59.3,0.004725,0.249
59.35,0.004725,0.239
59.4,0.004725,0.236
59.45,0.004725,0.238
59.5,0.004725,0.239
59.55,0.004725,0.24
59.6,0.004725,0.24
59.65,0.004725,0.235
59.7,0.004725,0.238
59.75,0.004725,0.235
59.8,0.004725,0.238
59.85,0.004725,0.237
59.9,0.004725,0.241
59.95,0.004725,0.235
60.0,0.004725,0.239
60.05,0.004725,0.234
60.1,0.004725,0.238
60.15,0.004725,0.236
60.2,0.004725,0.24
60.25,0.004725,0.247
60.3,0.004725,0.242
60.35,0.004725,0.234
60.4,0.004725,0.239
60.45,0.004725,0.231
60.5,0.004725,0.238
60.55,0.004725,0.237
60.6,0.004725,0.237
60.65,0.004725,0.234
60.7,0.004725,0.237
60.75,0.004725,0.234
60.8,0.004725,0.237
60.85,0.004725,0.234
60.9,0.004725,0.238
60.95,0.004725,0.229
61.0,0.004725,0.233
61.05,0.004725,0.232
61.1,0.004725,0.242
61.15,0.004725,0.233
61.2,0.004725,0.234
61.25,0.004725,0.233
61.3,0.004725,0.236
61.35,0.004725,0.235
61.4,0.004725,0.237
61.45,0.004725,0.235
61.5,0.004725,0.235
61.55,0.004725,0.232
61.6,0.004725,0.232
61.65,0.004725,0.228
61.7,0.004725,0.236
61.75,0.004725,0.23
61.8,0.004725,0.229
61.85,0.004725,0.23
61.9,0.004725,0.231
61.95,0.004725,0.234
62.0,0.004725,0.236
62.05,0.004725,0.378
62.1,0.004725,0.24
62.15,0.004725,0.232
62.2,0.004725,0.233
62.25,0.004725,0.232
62.3,0.004725,0.238
62.35,0.004725,0.235
62.4,0.004725,0.24
62.45,0.004725,0.234
62.5,0.004725,0.238
62.55,0.004725,0.232
62.6,0.004725,0.236
62.65,0.004725,0.23
62.7,0.004725,0.238
62.75,0.004725,0.234
62.8,0.004725,0.23
62.85,0.004725,0.234
62.9,0.004725,0.232
62.95,0.004725,0.234
63.0,0.004725,0.241
63.05,0.004725,0.232
63.1,0.004725,0.242
63.15,0.004725,0.235
63.2,0.004725,0.236
63.25,0.004725,0.23
63.3,0.004725,0.232
63.35,0.004725,0.24
63.4,0.004725,0.236
63.45,0.004725,0.231
63.5,0.004725,0.232
63.55,0.004725,0.233
63.6,0.004725,0.262
63.65,0.004725,0.237
63.7,0.004725,0.236
63.75,0.004725,0.233
63.8,0.004725,0.231
63.85,0.004725,0.236
63.9,0.004725,0.248
63.95,0.004725,0.234
64.0,0.004725,0.253
64.05,0.004725,0.233
64.1,0.004725,0.238
64.15,0.004725,0.239
64.2,0.004725,0.235
64.25,0.004725,0.232
64.3,0.004725,0.236
64.35,0.004725,0.232
64.4,0.004725,0.241
64.45,0.004725,0.233
64.5,0.004725,0.235
64.55,0.004725,0.233
64.6,0.004725,0.241
64.65,0.004725,0.25
64.7,0.004725,0.242
64.75,0.004725,0.245
64.8,0.004725,0.247
64.85,0.004725,0.236
64.9,0.004725,0.239
64.95,0.004725,0.234
65.0,0.004725,0.25
65.05,0.004725,0.232
65.1,0.004725,0.239
65.15,0.004725,0.23
65.2,0.004725,0.239
65.25,0.004725,0.241
65.3,0.004725,0.239
65.35,0.004725,0.236
65.4,0.004725,0.239
65.45,0.004725,0.234
65.5,0.004725,0.24
65.55,0.004725,0.241
65.6,0.004725,0.233
65.65,0.004725,0.234
65.7,0.004725,0.233
65.75,0.004725,0.23
65.8,0.004725,0.242
65.85,0.004725,0.228
65.9,0.004725,0.243
65.95,0.004725,0.303
66.0,0.004725,0.253
66.05,0.004725,0.237
66.1,0.004725,0.233
66.15,0.004725,0.225
66.2,0.004725,0.248
66.25,0.004725,0.437
66.3,0.004725,0.261
66.35,0.004725,0.244
66.4,0.004725,0.248
66.45,0.004725,0.245
66.5,0.004725,0.255
66.55,0.004725,0.219
66.6,0.004725,0.217
66.65,0.004725,0.217
66.7,0.004725,0.217
66.75,0.004725,0.218
66.8,0.004725,0.216
66.85,0.004725,0.218
66.9,0.004725,0.219
66.95,0.004725,0.218
67.0,0.004725,0.217
67.05,0.004725,0.22
67.1,0.004725,0.222
67.15,0.004725,0.217
67.2,0.004725,0.22
67.25,0.004725,0.218
67.3,0.004725,0.219
67.35,0.004725,0.219
67.4,0.004725,0.217
67.45,0.004725,0.218
67.5,0.004725,0.22
67.55,0.004725,0.218
67.6,0.004725,0.22
67.65,0.004725,0.219
67.7,0.004725,0.222
67.75,0.004725,0.223
67.8,0.004725,0.223
67.85,0.004725,0.22
67.9,0.004725,0.219
67.95,0.004725,0.221
68.0,0.004725,0.221
68.05,0.004725,0.221
68.1,0.004725,0.222
68.15,0.004725,0.221
68.2,0.004725,0.224
68.25,0.004725,0.22
68.3,0.004725,0.223
68.35,0.004725,0.221
68.4,0.004725,0.224
68.45,0.004725,0.222
68.5,0.004725,0.225
68.55,0.004725,0.22
68.6,0.004725,0.224
68.65,0.004725,0.221
68.7,0.004725,0.222
68.75,0.004725,0.221
68.8,0.004725,0.222
68.85,0.004725,0.22
68.9,0.004725,0.221
68.95,0.004725,0.222
69.0,0.004725,0.22
69.05,0.004725,0.219
69.1,0.004725,0.22
69.15,0.004725,0.221
69.2,0.004725,0.223
69.25,0.004725,0.218
69.3,0.004725,0.22
69.35,0.004725,0.22
69.4,0.004725,0.22
69.45,0.004725,0.219
69.5,0.004725,0.223
69.55,0.004725,0.221
69.6,0.004725,0.22
69.65,0.004725,0.219
69.7,0.004725,0.222
69.75,0.004725,0.22
69.8,0.004725,0.221
69.85,0.004725,0.222
69.9,0.004725,0.224
69.95,0.004725,0.221
70.0,0.004725,0.223
70.05,0.004725,0.347
70.1,0.004725,0.223
70.15,0.004725,0.221
70.2,0.004725,0.222
70.25,0.004725,0.292
70.3,0.004725,0.223
70.35,0.004725,0.221
70.4,0.004725,0.253
70.45,0.004725,0.24
70.5,0.004725,0.291
70.55,0.004725,0.229
70.6,0.004725,0.222
70.65,0.004725,0.229
70.7,0.004725,0.226
70.75,0.004725,0.228
70.8,0.004725,0.225
70.85,0.004725,0.228
70.9,0.004725,0.228
70.95,0.004725,0.228
71.0,0.004725,0.225
71.05,0.004725,0.227
71.1,0.004725,0.231
71.15,0.004725,0.235
71.2,0.004725,0.227
71.25,0.004725,0.229
71.3,0.004725,0.228
71.35,0.004725,0.228
71.4,0.004725,0.23
71.45,0.004725,0.232
71.5,0.004725,0.223
71.55,0.004725,0.224
71.6,0.004725,0.223
71.65,0.004725,0.229
71.7,0.004725,0.223
71.75,0.004725,0.227
71.8,0.004725,0.223
71.85,0.004725,0.228
71.9,0.004725,0.225
71.95,0.004725,0.229
72.0,0.004725,0.223
72.05,0.004725,0.226
72.1,0.004725,0.221
72.15,0.004725,0.225
72.2,0.004725,0.221
72.25,0.004725,0.224
72.3,0.004725,0.223
72.35,0.004725,0.225
72.4,0.004725,0.223
72.45,0.004725,0.227
72.5,0.004725,0.223
72.55,0.004725,0.231
72.6,0.004725,0.224
72.65,0.004725,0.225
72.7,0.004725,0.224
72.75,0.004725,0.226
72.8,0.004725,0.224
72.85,0.004725,0.229
72.9,0.004725,0.225
72.95,0.004725,0.229
73.0,0.004725,0.234
73.05,0.004725,0.228
73.1,0.004725,0.227
73.15,0.004725,0.233
73.2,0.004725,0.225
73.25,0.004725,0.232
73.3,0.004725,0.224
73.35,0.004725,0.226
73.4,0.004725,0.228
73.45,0.004725,0.228
73.5,0.004725,0.221
73.55,0.004725,0.224
73.6,0.004725,0.229
73.65,0.004725,0.231
73.7,0.004725,0.222
73.75,0.004725,0.229
73.8,0.004725,0.224
73.85,0.004725,0.23
73.9,0.004725,0.224
73.95,0.004725,0.223
74.0,0.004725,0.224
74.05,0.004725,0.223
74.1,0.004725,0.223
74.15,0.004725,0.224
74.2,0.004725,0.224
74.25,0.004725,0.223
74.3,0.004725,0.219
74.35,0.004725,0.224
74.4,0.004725,0.221
74.45,0.004725,0.223
74.5,0.004725,0.226
74.55,0.004725,0.224
74.6,0.004725,0.221
74.65,0.004725,0.225
74.7,0.004725,0.221
74.75,0.004725,0.225
74.8,0.004725,0.223
74.85,0.004725,0.227
74.9,0.004725,0.222
74.95,0.004725,0.225
75.0,0.004725,0.232
75.05,0.004725,0.221
75.1,0.004725,0.224
75.15,0.004725,0.224
75.2,0.004725,0.22
75.25,0.004725,0.222
75.3,0.004725,0.225
75.35,0.004725,0.222
75.4,0.004725,0.22
75.45,0.004725,0.227
75.5,0.004725,0.227
75.55,0.004725,0.223
75.6,0.004725,0.218
75.65,0.004725,0.225
75.7,0.004725,0.222
75.75,0.004725,0.224
75.8,0.004725,0.223
75.85,0.004725,0.224
75.9,0.004725,0.224
75.95,0.004725,0.223
76.0,0.004725,0.219
76.05,0.004725,0.221
76.1,0.004725,0.222
76.15,0.004725,0.223
76.2,0.004725,0.221
76.25,0.004725,0.221
76.3,0.004725,0.223
76.35,0.004725,0.227
76.4,0.004725,0.224
76.45,0.004725,0.224
76.5,0.004725,0.226
76.55,0.004725,0.224
76.6,0.004725,0.227
76.65,0.004725,0.228
76.7,0.004725,0.225
76.75,0.004725,0.223
76.8,0.004725,0.225
76.85,0.004725,0.223
76.9,0.004725,0.219
76.95,0.004725,0.229
77.0,0.004725,0.229
77.05,0.004725,0.225
77.1,0.004725,0.225
77.15,0.004725,0.224
77.2,0.004725,0.222
77.25,0.004725,0.221
77.3,0.004725,0.225
77.35,0.004725,0.226
77.4,0.004725,0.223
77.45,0.004725,0.225
77.5,0.004725,0.226
77.55,0.004725,0.227
77.6,0.004725,0.222
77.65,0.004725,0.226
77.7,0.004725,0.224
77.75,0.004725,0.225
77.8,0.004725,0.224
77.85,0.004725,0.232
77.9,0.004725,0.224
77.95,0.004725,0.229
78.0,0.004725,0.227
78.05,0.004725,0.229
78.1,0.004725,0.226
78.15,0.004725,0.231
78.2,0.004725,0.23
78.25,0.004725,0.232
78.3,0.004725,0.227
78.35,0.004725,0.229
78.4,0.004725,0.228
78.45,0.004725,0.228
78.5,0.004725,0.225
78.55,0.004725,0.224
78.6,0.004725,0.223
78.65,0.004725,0.229
78.7,0.004725,0.226
78.75,0.004725,0.233
78.8,0.004725,0.228
78.85,0.004725,0.229
78.9,0.004725,0.23
78.95,0.004725,0.22
79.0,0.004730000000000001,0.119
79.05,0.004725,0.122
79.1,0.00471,0.138
79.15,0.00468,0.105
79.2,0.0046500000000000005,0.084
79.25,0.004615,0.071
79.3,0.00459,0.045
79.35,0.0045650000000000005,0.032
79.4,0.00454,0.032
79.45,0.00451,0.043
79.5,0.004485,0.029
79.55,0.00446,0.019
79.6,0.00444,0.023
79.65,0.00441,0.027
79.7,0.00438,0.026
79.75,0.004355,0.012
79.8,0.004335,0.01
79.85,0.00431,0.00399999999999999
79.9,0.004285000000000001,0.00399999999999999
79.95,0.004255,0.011
80.0,0.00423,0.01
80.05,0.004205,-0.001
80.1,0.0041849999999999995,-0.003
80.15,0.0041600000000000005,-0.00600000000000001
80.2,0.004135,0.00299999999999999
80.25,0.004105,0.00599999999999999
80.3,0.00408,-0.00800000000000001
80.35,0.00405,0.00199999999999999
80.4,0.004035,-0.019
80.45,0.00401,-0.00800000000000001
80.5,0.003985,-0.011
80.55,0.003955,0.000999999999999987
80.6,0.003925,-0.005
80.65,0.0039,-0.012
80.7,0.003885,-0.021
80.75,0.00386,-0.017
80.8,0.003835,-0.012
80.85,0.0038050000000000002,-0.005
80.9,0.003775,-0.015
80.95,0.00375,-0.021
81.0,0.003735,-0.034
81.05,0.00371,-0.029
81.1,0.00368,-0.028
81.15,0.003655,-0.022
81.2,0.003625,-0.028
81.25,0.0036000000000000003,-0.024
81.3,0.0035800000000000003,-0.045
81.35,0.0035600000000000002,-0.036
81.4,0.0035350000000000004,-0.041
81.45,0.003505,-0.029
81.5,0.0034750000000000002,-0.028
81.55,0.0034500000000000004,-0.032
81.6,0.0034300000000000003,-0.044
81.65,0.0034100000000000003,-0.045
81.7,0.003385,-0.044
81.75,0.003355,-0.042
81.8,0.00333,-0.035
81.85,0.0033,-0.041
81.9,0.003275,-0.044
81.95,0.00326,-0.054
82.0,0.003235,-0.046
82.05,0.003205,-0.042
82.1,0.00318,-0.036
82.15,0.00315,-0.043
82.2,0.003125,-0.045
82.25,0.00311,-0.06
82.3,0.003085,-0.061
82.35,0.0030600000000000002,-0.054
82.4,0.0030299999999999997,-0.053
82.45,0.003,-0.045
82.5,0.002975,-0.052
82.55,0.002955,-0.067
82.6,0.00294,-0.065
82.65,0.0029100000000000003,-0.052
82.7,0.0028799999999999997,-0.057
82.75,0.00285,-0.049
82.8,0.0028250000000000003,-0.054
82.85,0.002805,-0.069
82.9,0.00279,-0.064
82.95,0.00276,-0.057
83.0,0.0027300000000000002,-0.062
83.05,0.002705,-0.047
83.1,0.002675,-0.054
83.15,0.002655,-0.073
83.2,0.00264,-0.07
83.25,0.00261,-0.057
83.3,0.0025800000000000003,-0.061
83.35,0.0025550000000000004,-0.058
83.4,0.0025299999999999997,-0.062
83.45,0.0025150000000000003,-0.088
83.5,0.00248,-0.056
83.55,0.002455,-0.072
83.6,0.0024300000000000003,-0.069
83.65,0.002405,-0.06
83.7,0.0023799999999999997,-0.071
83.75,0.0023650000000000003,-0.065
83.8,0.00233,-0.066
83.85,0.002305,-0.075
83.9,0.00228,-0.069
83.95,0.002255,-0.072
84.0,0.00223,-0.078
84.05,0.00221,-0.069
84.1,0.00218,-0.08
84.15,0.002155,-0.082
84.2,0.00213,-0.073
84.25,0.002105,-0.073
84.3,0.0020800000000000003,-0.08
84.35,0.00206,-0.075
84.4,0.0020299999999999997,-0.085
84.45,0.002005,-0.086
84.5,0.00198,-0.078
84.55,0.001955,-0.073
84.6,0.00193,-0.084
84.65,0.00191,-0.083
84.7,0.00188,-0.091
84.75,0.001855,-0.091
84.8,0.00183,-0.084
84.85,0.001805,-0.079
84.9,0.0017800000000000001,-0.085
84.95,0.00176,-0.086
85.0,0.00173,-0.084
85.05,0.0017050000000000001,-0.097
85.1,0.00168,-0.091
85.15,0.001655,-0.079
85.2,0.00163,-0.088
85.25,0.00161,-0.091
85.3,0.00158,-0.09
85.35,0.001555,-0.095
85.4,0.0015300000000000001,-0.093
85.45,0.0015049999999999998,-0.085
85.5,0.00148,-0.088
85.55,0.00146,-0.1
85.6,0.00143,-0.093
85.65,0.001405,-0.106
85.7,0.00138,-0.102
85.75,0.001355,-0.095
85.8,0.00133,-0.095
85.85,0.0013100000000000002,-0.099
85.9,0.00128,-0.095
85.95,0.0012549999999999998,-0.109
86.0,0.00123,-0.102
86.05,0.0012050000000000001,-0.095
86.1,0.00118,-0.095
86.15,0.00116,-0.104
86.2,0.00113,-0.099
86.25,0.001105,-0.115
86.3,0.00108,-0.11
86.35,0.001055,-0.101
86.4,0.00103,-0.1
86.45,0.00101,-0.112
86.5,0.00098,-0.105
86.55,0.000955,-0.115
86.6,0.00093,-0.109
86.65,0.0009050000000000001,-0.105
86.7,0.00088,-0.104
86.75,0.00086,-0.116
86.8,0.00083,-0.109
86.85,0.000805,-0.122
86.9,0.0007800000000000001,-0.122
86.95,0.000755,-0.108
87.0,0.00073,-0.108
87.05,0.00071,-0.119
87.1,0.00068,-0.108
87.15,0.0006550000000000001,-0.123
87.2,0.00063,-0.12
87.25,0.000605,-0.113
87.3,0.00058,-0.109
87.35,0.0005600000000000001,-0.121
87.4,0.0005300000000000001,-0.116
87.45,0.000505,-0.126
87.5,0.00048,-0.126
87.55,0.000455,-0.115
87.6,0.00043,-0.116
87.65,0.00041,-0.129
87.7,0.00038,-0.121
87.75,0.000355,-0.124
87.8,0.00033,-0.125
87.85,0.000305,-0.116
87.9,0.00028000000000000003,-0.122
87.95,0.00026000000000000003,-0.121
88.0,0.00023,-0.127
88.05,0.000205,-0.137
88.1,0.00017999999999999998,-0.132
88.15,0.000155,-0.126
88.2,0.00013000000000000002,-0.127
88.25,0.00011,-0.123
88.3,8e-05,-0.122
88.35,5.5e-05,-0.136
88.4,3e-05,-0.13
88.45,1e-05,-0.046
88.5,1.5e-05,-0.056
88.55,4.4999999999999996e-05,-0.053
88.6,6.500000000000001e-05,-0.061
88.65,9.5e-05,-0.072
88.7,0.00013000000000000002,-0.054
88.75,0.00015,-0.04
88.8,0.00017,-0.036
88.85,0.00019,-0.042
88.9,0.00021,-0.047
88.95,0.00025,-0.06
89.0,0.00027,-0.034
89.05,0.00029,-0.036
89.1,0.000315,-0.121
89.15,0.00035,-0.061
89.2,0.00038,-0.033
89.25,0.0004,-0.031
89.3,0.000425,-0.024
89.35,0.00044500000000000003,-0.024
89.4,0.000465,-0.042
89.45,0.0005,-0.043
89.5,0.0005300000000000001,-0.027
89.55,0.00055,0.028
89.6,0.000575,-0.00900000000000001
89.65,0.0005949999999999999,-0.026
89.7,0.000615,-0.039
89.75,0.0006550000000000001,-0.031
89.8,0.00068,-0.022
89.85,0.0007,-0.013
89.9,0.000725,-0.012
89.95,0.00075,-0.023
90.0,0.0007650000000000001,-0.001
90.05,0.000805,-0.024
90.1,0.00083,-0.015
90.15,0.00085,-0.00800000000000001
90.2,0.00087,0.0
90.25,0.0008950000000000001,-0.018
90.3,0.00092,-0.023
90.35,0.000955,-0.016
90.4,0.00098,-0.012
90.45,0.001,-0.004
90.5,0.0010249999999999999,0.00299999999999999
90.55,0.0010500000000000002,-0.012
90.6,0.001065,-0.014
90.65,0.001105,-0.012
90.7,0.00113,-0.00800000000000001
90.75,0.00115,0.00599999999999999
90.8,0.001175,0.00599999999999999
90.85,0.0012,-0.002
90.9,0.00122,-0.014
90.95,0.0012549999999999998,-0.005
91.0,0.00128,0.00199999999999999
91.05,0.0013000000000000002,0.00399999999999999
91.1,0.001325,0.01
91.15,0.00135,0.00799999999999999
91.2,0.0013700000000000001,0.00799999999999999
91.25,0.001405,-0.003
91.3,0.00143,0.00299999999999999
91.35,0.00145,0.015
91.4,0.0014750000000000002,0.021
91.45,0.0015,0.011
91.5,0.00152,-0.00700000000000001
91.55,0.001555,-0.004
91.6,0.00158,-0.046
91.65,0.0016,0.017
91.7,0.0016250000000000001,0.02
91.75,0.00165,0.02
91.8,0.00167,0.014
91.85,0.0017050000000000001,0.0
91.9,0.00173,0.018
91.95,0.0017549999999999998,0.021
92.0,0.0017749999999999999,0.019
92.05,0.0018000000000000002,0.019
92.1,0.00182,0.035
92.15,0.001855,-0.002
92.2,0.00188,0.018
92.25,0.001905,0.027
92.3,0.001925,0.033
92.35,0.00195,0.031
92.4,0.00197,0.038
92.45,0.002,0.00599999999999999
92.5,0.0020299999999999997,0.025
92.55,0.0020550000000000004,0.024
92.6,0.002075,0.037
92.65,0.0021000000000000003,0.025
92.7,0.002125,0.034
92.75,0.002145,0.021
92.8,0.00218,0.03
92.85,0.002205,0.027
92.9,0.002225,0.04
92.95,0.0022500000000000003,0.038
93.0,0.002275,0.031
93.05,0.002295,0.027
93.1,0.00233,0.031
93.15,0.002355,0.035
93.2,0.002375,0.042
93.25,0.0024,0.05
93.3,0.002425,0.041
93.35,0.0024449999999999997,0.045
93.4,0.00248,0.028
93.45,0.002505,0.044
93.5,0.0025299999999999997,0.044
93.55,0.0025499999999999997,0.053
93.6,0.002575,0.039
93.65,0.002595,0.05
93.7,0.00263,0.022
93.75,0.002655,0.046
93.8,0.00268,0.053
93.85,0.0027,0.06
93.9,0.002725,0.078
93.95,0.002745,0.063
94.0,0.002775,0.037
94.05,0.002805,0.056
94.1,0.00283,0.055
94.15,0.00285,0.061
94.2,0.002875,0.059
94.25,0.0029,0.066
94.3,0.00292,0.042
94.35,0.002955,0.054
94.4,0.00298,0.056
94.45,0.003,0.067
94.5,0.003025,0.061
94.55,0.0030499999999999998,0.064
94.6,0.00307,0.053
94.65,0.003105,0.055
94.7,0.00313,0.063
94.75,0.003155,0.067
94.8,0.003175,0.063
94.85,0.0032,0.069
94.9,0.00322,0.08
94.95,0.003255,0.051
95.0,0.00328,0.065
95.05,0.003305,0.071
95.1,0.0033250000000000003,0.079
95.15,0.00335,0.074
95.2,0.00337,0.08
95.25,0.003405,0.06
95.3,0.0034300000000000003,0.076
95.35,0.003455,0.074
95.4,0.0034750000000000002,0.075
95.45,0.0035,0.087
95.5,0.00352,0.093
95.55,0.0035550000000000004,0.059
95.6,0.0035800000000000003,0.082
95.65,0.003605,0.082
95.7,0.003625,0.091
95.75,0.00365,0.098
95.8,0.00367,0.081
95.85,0.0037,0.072
95.9,0.0037300000000000002,0.09
95.95,0.003755,0.082
96.0,0.003775,0.104
96.05,0.0038,0.102
96.1,0.00382,0.094
96.15,0.00385,0.081
96.2,0.0038799999999999998,0.101
96.25,0.0039,0.094
96.3,0.003925,0.11
96.35,0.00395,0.109
96.4,0.0039700000000000004,0.104
96.45,0.004,0.096
96.5,0.004030000000000001,0.11
96.55,0.00405,0.13
96.6,0.0040750000000000005,0.101
96.65,0.0040999999999999995,0.116
96.7,0.00412,0.114
96.75,0.004155000000000001,0.106
96.8,0.00418,0.123
96.85,0.004205,0.13
96.9,0.004225,0.143
96.95,0.00425,0.133
97.0,0.0042699999999999995,0.12
97.05,0.004305,0.135
97.1,0.0043300000000000005,0.148
97.15,0.00435,0.157
97.2,0.004375,0.16
97.25,0.004395,0.122
97.3,0.00442,0.155
97.35,0.00445,0.171
97.4,0.004475,0.176
97.45,0.004495,0.198
97.5,0.004515,0.213
97.55,0.00454,0.194
97.6,0.00457,0.207
97.65,0.004595,0.205
97.7,0.004615,0.234
97.75,0.004635,0.259
97.8,0.00467,0.264
97.85,0.004695,0.292
97.9,0.004715,0.288
97.95,0.00472,0.304
98.0,0.00472,0.308
98.05,0.004725,0.304
98.1,0.004725,0.302
98.15,0.004725,0.297
98.2,0.004725,0.293
98.25,0.004725,0.291
98.3,0.004725,0.289
98.35,0.004725,0.29
98.4,0.004725,0.285
98.45,0.004725,0.285
98.5,0.004725,0.283
98.55,0.004725,0.284
98.6,0.004725,0.281
98.65,0.004725,0.281
98.7,0.004725,0.279
98.75,0.004725,0.276
98.8,0.004725,0.277
98.85,0.004725,0.3
98.9,0.004725,0.275
98.95,0.004725,0.274
99.0,0.004725,0.271
99.05,0.004725,0.29
99.1,0.004725,0.274
99.15,0.004725,0.272
99.2,0.004725,0.272
99.25,0.004725,0.272
99.3,0.004725,0.27
99.35,0.004725,0.27
99.4,0.004725,0.266
99.45,0.004725,0.308
99.5,0.004725,0.271
99.55,0.004725,0.268
99.6,0.004725,0.266
99.65,0.004725,0.267
99.7,0.004725,0.267
99.75,0.004725,0.264
99.8,0.004725,0.29
99.85,0.004725,0.264
99.9,0.004725,0.263
99.95,0.004725,0.301
100.0,0.004725,0.264
100.05,0.004725,0.262
100.1,0.004725,0.263
100.15,0.004725,0.285
100.2,0.004725,0.262
100.25,0.004725,0.266
100.3,0.004725,0.261
100.35,0.004725,0.262
100.4,0.004725,0.307
100.45,0.004725,0.262
100.5,0.004725,0.26
100.55,0.004725,0.261
100.6,0.004725,0.261
100.65,0.004725,0.259
100.7,0.004725,0.26
100.75,0.004725,0.26
100.8,0.004725,0.258
100.85,0.004725,0.259
100.9,0.004725,0.256
100.95,0.004725,0.29
101.0,0.004725,0.259
101.05,0.004725,0.258
101.1,0.004725,0.257
101.15,0.004725,0.276
101.2,0.004725,0.277
101.25,0.004725,0.285
101.3,0.004725,0.259
101.35,0.004725,0.292
101.4,0.004725,0.284
101.45,0.004725,0.268
101.5,0.004725,0.259
101.55,0.004725,0.262
101.6,0.004725,0.265
101.65,0.004725,0.258
101.7,0.004725,0.258
101.75,0.004725,0.263
101.8,0.004725,0.264
101.85,0.004725,0.264
101.9,0.004725,0.254
101.95,0.004725,0.264
102.0,0.004725,0.272
102.05,0.004725,0.256
102.1,0.004725,0.26
102.15,0.004725,0.265
102.2,0.004725,0.26
102.25,0.004725,0.261
102.3,0.004725,0.259
102.35,0.004725,0.258
102.4,0.004725,0.262
102.45,0.004725,0.255
102.5,0.004725,0.258
102.55,0.004725,0.257
102.6,0.004725,0.266
102.65,0.004725,0.3
102.7,0.004725,0.254
102.75,0.004725,0.253
102.8,0.004725,0.257
102.85,0.004725,0.256
102.9,0.004725,0.254
102.95,0.004725,0.257
103.0,0.004725,0.257
103.05,0.004725,0.252
103.1,0.004725,0.249
103.15,0.004725,0.248
103.2,0.004725,0.249
103.25,0.004725,0.245
103.3,0.004725,0.246
103.35,0.004725,0.245
103.4,0.004725,0.248
103.45,0.004725,0.245
